article_body,category,date_posted,title
"WASHINGTON/CHICAGO (Reuters) - The chief executives of the seven largest U.S. airlines made a fresh plea for more payroll relief before the end of the year and pointed to the challenges of distributing a COVID-19 vaccine in a letter to Congressional leaders on Wednesday.,The letter, seen by Reuters, was sent by the main industry lobby Airlines for America and signed by the heads of the top seven U.S. airlines.,""As the nation looks forward and takes on the logistical challenges of distributing a vaccine, it will be important to ensure there are sufficient certified employees and planes in service necessary for adequate capacity to complete the task,"" they said.,U.S. airlines received $25 billion in federal aid to keep employees on payroll between March and September and have asked for a second round of support after cutting tens of thousands of jobs either through furloughs or early retirements in recent months.,They have argued that they need trained employees to help service an economic rebound, with the prospects of a vaccine in the coming months underscoring the urgency.,The number of travelers that passed through Transportation Security Administration checkpoints on Tuesday was down two-thirds from the same day in 2019, an improvement from the start of the pandemic but not enough to bring airlines out of their cash hole, particularly with further lockdowns looming as COVID-19 cases rise.,Still, the industry's aid request has received wide bipartisan support but has so far failed to pass as Congress remains deadlocked over a broader COVID-19 relief and stimulus plan.,They are now hoping that Congress can pass airline aid through some other vehicle such as a funding bill this year, people familiar with the matter have said.,Congress is not expected to return until Nov. 30.",Business News,2020-11-19,U.S. airline CEOs renew request for more aid in letter to Congress
"SYDNEY (Reuters) - Asian shares drifted off all-time highs on Thursday as widening COVID-19 restrictions in the United states weighed on Wall Street, while bonds were underpinned by speculation the Federal Reserve would have to respond with yet more easing.,Yet, the U.S. death toll still neared a world record of a quarter million as government officials in dozens of states weighed or implemented shutdown measures.,New York closed its schools on Wednesday, while Minnesota ordered bars and restaurants to cease in-door dining.,""The vaccines news are a positive medium-term impulse for the global economic outlook and investors are trying to weigh that against the prospect of an imminent stalling of the European and U.S. recovery amid the prospect of extensions of current lockdown measures,"" said Rodrigo Catril, a senior FX strategist at NAB.,The drag from new U.S. restrictions was only amplified by the total lack of progress on a fiscal stimulus bill, fuelling speculation the Federal Reserve would have to expand its asset-buying campaign at a December policy meeting.,Two top Fed officials on Wednesday held out the option of doing more.,Oil prices eased as virus restrictions hit fuel demand across Europe and the U.S. [O/R]",Middle East & Africa,2020-11-19,"Asia stocks ease from highs, bonds count on Fed support"
"BERLIN (Reuters) - Wirecard's former boss Markus Braun is due to appear before a German parliamentary committee on Thursday, temporarily leaving jail to testify over the collapse of what was once hailed as Germany's leading financial technology firm.,The committee of inquiry was set up by opposition legislators to investigate ties between German politicians and regulators and Munich-based Wirecard, which left investors billions of euros out of pocket when it imploded in June.,Braun, who has been charged with fraud and embezzlement, must face the investigative committee in person after a court rejected a request for him to appear by video link.,Wirecard's ex-CEO, who has been in custody since shortly after stepping down in June, denies all charges. Braun is not expected to discuss the charges, but lawmakers expect him to talk about contacts with government and financial regulator.,German politicians and regulators face allegations of lax oversight of the fallen stock-market star, which unravelled after the discovery of a 1.9 billion euro ($2.2 billion) accounting hole.,Wirecard's demise also embarrassed the German government, which prides itself on a reputation for rectitude and reliability, amid criticism that authorities ignored red flags.,As head of Germany's finance ministry Olaf Scholz, the Social Democrat Party's candidate to succeed Angela Merkel as Chancellor, is responsible for financial regulator BaFin, which has been criticised for failing to take Wirecard to task.,The finance ministry has said it will cooperate with the parliamentary inquiry and that it is working on stricter rules for auditors, supervision and accounting controls.,Prosecutors have also faced criticism for failing to spot problems at Wirecard, instead probing journalists at the Financial Times, which first published allegations relating to its accounting.",Banks,2020-11-19,Former Wirecard boss Braun to be quizzed by German lawmakers
"SHENZHEN, China (Reuters) - It's 10 p.m. in the world's largest electronics market, and lines of delivery workers who once hauled computer components and knock-off phones now push carts overflowing with Mac lipsticks, Bioderma cleansers and other foreign beauty brands.,The electronics sellers for which Huaqiangbei is famous have mostly gone home, but the wholesale cosmetics merchants crammed into 1,400 stalls in the sprawling market's Mingtong mall will be working until 2 a.m. to meet booming demand.,""It doesn't matter what promotions are happening, it's this busy every night,"" a seller surnamed Ying said on a recent weeknight.,Ying opened her cosmetics stall three months ago, part of a sudden makeover at the landmark electronics market in this famously entrepreneurial city.,Huaqiangbei is home to dozens of multistorey malls housing about 38,000 businesses that historically sold microchip reels and other components. It is also a matchmaking hub for global companies looking to get things made in nearby factories.,But rents are rising as its once-unruly markets gentrify, with increasingly upscale malls and 5G ""experience centres"" now lining its tidied roads, reflecting Shenzhen's upward mobility from a manufacturing and trading hub to what China sees as the sleek and prosperous equivalent of Silicon Valley.,Where many of the market's stalls once sold knock-off Apple and Samsung products, vendors have been squeezed by affordable local brands like Xiaomi and Vivo and stricter IP laws. For many, the easiest move was to get out of electronics altogether.,""We used to just sell phone parts, but by 2016 some of the markets were 50% vacant, so we needed to try something else to survive,"" said Lin Muxu, general manager of the Mingtong Digital City market, who has worked in Huaqiangbei for 15 years. ""We saw there's great demand for beauty products, whether it's teenagers, women, men in their 60s and 70s."",Chinese consumers have a growing appetite for cosmetics, with sales worth 256.9 billion yuan ($39.26 billion) from January to October, up an annual 5.9%, official data show. In the same period, overall retail sales dropped 5.9%.,Although Mingtong had hosted a smattering of cosmetics dealers for several years, the business took off this year when border closures halted the flow of traders going to Hong Kong and picking up tax-free goods for resale, several wholesalers said.,""For importers with the right licenses, we can buy in bulk here and sell products at a few cents' markup each,"" said a trader named Scott, declining to give his full name, worried he would get in trouble with security staff for speaking to a journalist.,""It's a bit of a gray area,"" he said, noting that not all sellers declare their imported goods or go through proper channels.,Some buyers at the market purchase items in small batches to sell on Chinese e-commerce sites such as Alibaba's Taobao.,""It's a few at a time, but we're moving such volumes that there's a good profit to be made,"" Scott said.,Seller Eva Zhou said all her European cosmetics were genuine, though near the end of their shelf lives. She worries that as more sellers flock to the market, margins will be squeezed further.,""I think a lot of people have lost their jobs with the virus, and now there's good money to be had here, but it won't work if everyone is doing it,"" she said.",Business News,2020-11-19,"In Shenzhen, the world's largest electronics market gets a cosmetics makeover"
"NEW YORK/MOSCOW/LONDON (Reuters) - China, the global oil market's lifeline this year, has stepped up purchases from exporters like Russia, the United States and Angola in recent weeks, while buyers elsewhere pare orders as coronavirus infections surge and fresh lockdowns are put in place.,China, the world's largest importer of crude, is the only major buyer expected to see increased oil demand this year as the pandemic destroyed consumption globally.,With China's imports expected to reach 12 million barrels per day (bpd) next year, sellers are lining up shipments to retain market share as worldwide oil consumption is expected to fall by nearly 9% in 2020. (Graphic: Global oil demand by region during Q2 and Q3 2020, ),COVID-19 infections are rising worldwide, particularly in heavy fuel users like the United States and Europe.,For the last few months, that pushed the prices of key crude grades lower, allowing Chinese buyers to take advantage. The country is also ramping up commercial oil stockpiling, buying oil at low prices to increase reserves.,The International Energy Agency said last week that China was on track to be the only major country to boost its demand for oil year-on-year. It estimates global demand at 91.3 million bpd in 2020, down from 100.1 million bpd in 2019.,""Lockdowns will probably be in place in Europe for much of this winter. China has raised its quotas and (storage) capacity. It looks like the demand will be centered there in the near future,"" a trader at a European refiner said.,The premium for Russian January-loading ESPO Blend crude, one of the most popular grades for Chinese independent oil refiners, is at five-month highs.,These come on the back of firmer Middle East crude prices, which makes up the baseload of Asia's demand. This week, Qatar sold January-loading al-Shaheen crude at the highest premiums in four months.,""Chinese demand is more visible now,"" one trader in the Russian Far East crude oil market told Reuters. ""Trading firms are very active as they expect more requests from China's independent oil refiners that will buy oil under new import quotas."",A Chinese buyer said traders were offering U.S. crude, North Sea Forties and West African grades as they expected arbitrage economics to improve after sharp gains in Middle East prices. (Graphic: China crude oil imports by region, ),Premiums for ESPO Blend firmed to $2.90 per barrel above Dubai quotes this week, their highest since June, as trading of January volumes began. Russia's Sokol crude cargoes loading in January also recently firmed to four-month highs.,Oil grades that have higher naphtha yields such as light, sweet U.S. crudes, are in higher demand from petrochemical buyers, one trader with an Asian refiner said. Light grades produce more gas oil, used for heating, which is also in greater demand, versus jet fuel, where consumption has collapsed.,One senior Chinese trader said heavier crude grades, such as in West Africa, were seeing less robust demand. In Angola, Africa's second biggest crude exporter, heavier grade Dalia is trading at a lower premium than medium grades Cabinda and Girassol, which were at multi-month highs.",Autos,2020-11-19,Global crude market finds support mainly from China demand
"(Reuters) - U.S. online retailer Amazon.com Inc has laid off dozens of R&D and manufacturing staff from its delivery drone project, Amazon Prime Air, the Financial Times reported on Thursday.,The company has reached tentative deals with two external manufacturers to build component parts of its long-awaited drone, the newspaper , said, adding that more deals with third parties could be finalised soon.,The full terms of the agreements with Austria's FACC Aerospace and Spain's Aernnova Aerospace were still being finalised, the FT report said, citing a person familiar with Amazon's plans.,Amazon, Aernnova and FACC did not immediately respond to a Reuters request for comment.,Jeff Wilke, the chief executive officer of Amazon's worldwide consumer business, had said in June that drone deliveries will be available ""in months"".",Autos,2020-11-19,"Amazon sacks dozens of staff at drone project, taps new manufacturers: FT"
"The world's second-largest cinema chain is also considering slashing rents and permanently closing UK cinemas after lockdown restrictions and a lack of blockbuster films caused business to collapse, the FT reported.,The company last month temporarily shut its U.S. and UK operations, leaving 45,000 people unemployed for the foreseeable future.,Cineworld did not immediately respond to Reuters' request for comment outside regular business hours.",Media and Telecoms,2020-11-19,Cineworld considers CVA to survive the coronavirus crisis - FT
"The company is ""exploring all options"" to exit turbocharging, mechanical power and power conversion, the company said ahead of its first investor day under Chief Executive Officer Bjorn Rosengren.,Rosengren said all three business units were ""high quality"" with profit margins above the group margin corridor of 14% to 16%. Among the options being explored are complete sales or spin offs.,""In this process, we will seek the best value-accretive solution for ABB and those businesses and not put ourselves under time pressure,"" said Rosengren, adding portfolio reviews would remain in place.,No deals are yet in place, although ABB is open to selling to industry buyers, investors or trying to separate and float the businesses.,ABB's mechanical power transmission unit makes products including bearings used in industrial food processing operations and belted drives for conveyors in giant coal mines.,The business, called Dodge, had 2019 sales of $575 million with 90% of it coming from the Americas.,The biggest unit in the clear out is turbocharging which had sales of $800 million, with half of its business in Europe. The unit is a big supplier to the marine industry where its products boost performance of big diesel engines, including those in giant ocean-going ships.",Business News,2020-11-19,ABB to exit three divisions with revenues of $1.75 billion
"The company, whose steelmaking roots go back more than 200 years, is struggling to emerge from the COVID-19 pandemic that hit it during a cool down of the global economy.,""We're not yet where we need to be. The next steps could be more painful than the previous ones. But we will have to take them,"" Chief Executive Martina Merz said in a statement.,The latest job cuts come after 6,000 reductions announced last year, and brings the total number of planned layoffs to 11,000, a third of which has already been realised, Thyssenkrupp said.,The remaining 7,400 positions, or 7% of Thyssenkrupp's current workforce, are to be cut over the next three years.,Thyssenkrupp said it expects its adjusted operating loss to narrow to a mid-triple digit million-euro range in the fiscal year to September 2021, compared with a loss of 1.6 billion euros ($1.9 billion) in the previous fiscal year.,The company's shares, which have declined 59% this year, were indicated to open 6.2% lower in early trade, with traders pointing to the weak outlook.",Autos,2020-11-19,"Thyssenkrupp cuts 5,000 more jobs as CEO warns of more pain"
"KUALA LUMPUR (Reuters) - Asia-Pacific leaders called on Thursday for open and multilateral trade to support a global economy battered by the novel coronavirus, and some hoped for more engagement with the United States under a Joe Biden administration.,Chinese President Xi Jinping, among the leaders at a virtual meeting of the 21-member Asia-Pacific Economic Cooperation (APEC) forum, rejected protectionism and said globalisation was ""irreversible"", a day before U.S. President Donald Trump was expected to join in the gathering.,""We will not reverse course or run against historical trend by 'decoupling' or forming a small circle to keep others out,"" Xi said at a forum ahead of the APEC leaders meeting to be held virtually in Kuala Lumpur on Friday.,""China will remain committed to openness and cooperation, and adhere to multilateralism and the principle of extensive consultation, joint contribution and shared benefits,"" he said.,Xi said ""mounting unilateralism, protectionism and bullying as well as backlash against economic globalisation"" had added to risks and uncertainties in the world economy.,Trump has introduced protectionist trade policies since coming to power in 2017, including tariffs on billions of dollars worth of Chinese products that launched a trade war between the world's two largest economies.,The APEC leaders' meeting comes as economies are trying to recover from the impact of the coronavirus pandemic and days after Trump lost his bid for a second term.,Trump, who has yet to concede and begin a transfer of government to President-elect Biden, was due to represent the United States at the virtual summit on Friday, a U.S. official said. It will be the first time he has joined an APEC summit since 2017, the only time he has participated.,Biden has signalled a return to multilateralism pursued during Barack Obama's presidency, though questions remain over whether the new president would reverse Trump-era policies.,'MORE SUPPORTIVE',Singapore Prime Minister Lee Hsien Loong told the APEC forum he expected ""more multilateralists"" in the Biden administration.,""I think that they will be more supportive of the WTO, and of APEC. I am not sure that they will be more keen on throwing the doors wide open, or joining the CPTPP, because that depends on domestic politics too,"" he said, referring to the successor to the Trans-Pacific Partnership (TPP) trade pact.,Lee also said U.S. trade policies under Trump had weighed on APEC's progress in recent years, which he termed ""very slow"".,""Also, they have not been supportive of trade as a win-win proposition. The attitude of the Trump administration is that this is a win-lose proposition,"" Lee said.,Trump's ""America First"" approach saw the United States withdrawing from the Trans-Pacific Partnership agreement in 2017. It has since changed its name to the Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP).,The United States is also absent from the world's largest free-trade bloc, the Regional Comprehensive Partnership Agreement (RCEP) - a 15-nation pact backed by China that was signed last week.,At the last APEC meeting in 2018, the countries failed to agree on a joint communique, the first time in the bloc's history, as the United States and China stood at opposing ends of talks on trade and investments.,Malaysian Prime Minister Muhyidin Yassin said APEC countries were working on a ""post 2020"" vision and he stressed that free and multilateral trade was integral to economic recovery.,""This is essential for our businesses as market stability and predictability are the central pillars which ensure that trade and investment continue to flow, even during times of crisis,"" he said.",Business News,2020-11-19,Asia-Pacific leaders push for freer trade after Trump
"JAKARTA (Reuters) - Some of the relatives of victims of a fatal Boeing 737 MAX crash in Indonesia have slammed a decision by U.S. aviation authorities to allow the jets to return to the skies, saying the move comes too soon.,The U.S. Federal Aviation Administration (FAA) on Wednesday lifted a flight ban on Boeing's 737 MAX imposed after two fatal crashes in Indonesia and Ethiopia killed 346 people within five months in 2018 and 2019.,Two years after the plane operated by Indonesia's Lion Air plunged into the Java Sea, killing all 189 on board, the tragedy is still raw.,""The U.S. authorities shouldn't have lifted the grounding order this quickly,"" said Aris Sugiono, who lost his sister and brother-in-law in the crash. ""They must consider the feelings of the victim's families."",In the past, global air regulators promptly followed the guidance of the FAA, credited for decades with pioneering aviation safety. But many are now wary of seeming to toe the FAA line after the U.S. agency was faulted for lax oversight.,""It's too soon,"" agreed Anton Sahadi, who had two young relatives on board the doomed flight. ""It wasn't just the Lion Air flight, but also the victims in Ethiopia... The victims' families haven't 100% recovered yet."",Families of the Ethiopian crash victims said in a statement they felt ""sheer disappointment and renewed grief"" after the FAA's decision to return the aircraft to service.,""Our family was broken,"" Naoise Ryan, whose 39-year-old husband died aboard Ethiopian Airlines flight 302, said.,In Indonesia, some of the aggrieved relatives said clearance had been granted faster than compensation.,""Why has the flight permit been granted while the affairs of the victims' family have not been fully resolved?"" asked Latief Nurbana, a civil servant who lost his 24-year-old son.,He said compensation payments and arrangements with the Boeing Community Investment Fund (BCIF) were still unsettled.,The BCIF's website said that the distribution of funds to provide philanthropic support to communities affected by the crashes would be completed by Jan. 15, 2021.,A Boeing spokeswoman and spokesman for Lion Air did not immediately respond to a request for comment.,In both accidents a stall-prevention system known as MCAS, triggered by faulty data from a single airflow sensor, repeatedly and forcefully shoved down the jet's nose as the pilots struggled to regain control.,Adita Irawati, an Indonesian transportation ministry spokeswoman, said Indonesia would allow the Boeing 737 MAX to fly once the FAA issued airworthiness directives.,On-the-ground and simulator training for pilots would be included in that process, and the timing would be dependent on compliance with the requirements, Irawati said.,Grieving relative Sahadi said profit should not guide an urgency to get back in the air.,""This means they don't prioritize safety, considering there have been fatal mistakes that led to these two airlines having terrible accidents,"" Sahadi said.",Aerospace and Defense,2020-11-19,"'Too soon' to let Boeing 737 MAX fly again, say families of Lion Air crash victims"
"BRUSSELS (Reuters) - EU antitrust enforcers face an uphill battle in tackling tech giants abusing their dominance because of the difficulty of finding remedies, the EU's budget watchdog said on Thursday in its first audit of the regulators.,""Although the Commission has taken a number of case decisions tackling challenges resulting from the digital economy, significant challenges remain to be resolved,"" the watchdog said.,""For example, practices in digital markets can cause damage to consumers. However, it is difficult for the Commission to find appropriate remedies to tackle an apparent competition problem as determining consumer harm can be particularly complex."",The ECA said the issue applies not just to internet companies but also businesses involved in digital innovation such as those in energy, telecommunications, financial services and transport.,It said part of the problem lies in EU antitrust rules which only allow enforcers to act after wrongdoing has been committed.,The Commission ""needs to scale up market oversight to be fit for a more global and digital world. It needs to get better at proactively detecting infringements and select its investigations more judiciously,"" said ECA's Alex Brenninkmeijer who was in charge of the report.,EU antitrust officials however have swatted away arguments that they are not able to do their job well in digital cases.,""EU competition rules are flexible enough to deal with digital markets,"" Commission Director General for competition Olivier Guersent told an online event on Wednesday.",Retail,2020-11-19,EU auditors see uphill battle for EU antitrust regulators versus big tech
It is the second-largest U.S. banking deal since the 2008 financial crisis and creates a U.S. bank with nearly $560 billion of assets and a presence in two dozen states.,Business News,2020-11-16,PNC to buy BBVA's U.S. banking arm for $11.6 billion in cash
"DUBAI (Reuters) - Abu Dhabi's Etihad Airways said on Monday it would start daily flights to Tel Aviv in March after the United Arab Emirates and Israel's established formal ties this year.,Flight will start March 28 and will be timed to connect with Etihad services to and from China, Thailand, India and Australia, the state-owned carrier said in a statement.,The announcement comes as the aviation industry faces its worst-ever crisis because of the coronavirus pandemic, which has wrecked air travel demand.,Etihad has slashed jobs and pushed forward with plans to shrink into a mid-sized carrier focused on carrying passengers to and from Abu Dhabi, the UAE capital.,Abu Dhabi does not allow non-residents to enter the emirate at its airport, and has not said when that coronavirus-related restriction would be lifted.,Neighbouring Dubai allows foreign visitors to enter.,Etihad, flydubai and Israel' El Al have operated charter services between the UAE and Israel in recent months.",Middle East & Africa,2020-11-16,Abu Dhabi's Etihad to start direct flights to Israel next year
"LONDON (Reuters) - Investors are pushing major European companies to make sure the ""missing"" costs of climate change are properly reflected in their financial statements, a move that could wipe billions of dollars off the value of sectors from energy to aviation.,The European and U.S. investors, who manage $9 trillion in assets, have sent 36 carbon-heavy companies a document , setting out how they should account for the likely impact of the 2015 Paris climate accord on their future profits.,The investors suspect that existing balance sheets rest on assumptions over variables such as oil prices, carbon taxes, and the lifespan of fossil fuel assets that are incompatible with a shift to net-zero carbon emissions under the Paris deal.,In a statement published on Monday, the investors called on the companies to ""address missing climate change costs in financial accounts"".,""Either we get serious and start shifting capital flows towards activities aligned with the Paris Agreement, or we continue to talk about it,"" said Natasha Landell-Mills, head of stewardship at London-based asset manager Sarasin & Partners, who wrote the 23-page investor expectations document.,""Paris-aligned accounts are amongst the most important changes that will drive system-wide capital redeployment,"" Landell-Mills said.,When contacted for comment, the companies variously referred Reuters to existing commitments on sustainability and climate risk disclosure, emphasised they welcomed investor engagement, and said they needed time to study the requirements.,The campaign builds on a previous initiative led by Landell-Mills and an initial core of investors to challenge European oil majors and their auditors over their accounting assumptions in light of the Paris deal.,Regulators have increasingly been encouraging companies to make voluntary disclosures of how they expect climate change to affect their businesses, and some countries, including Britain and New Zealand, are making these mandatory.,But the investors say that accountants and auditors may be failing in their existing legal duties to factor in foreseeable risks linked to both the prospect of rapid decarbonisation and physical impacts from climate change, meaning companies may be overstating their capital.,""Too many company accounts are leaving out material climate-related impacts, and this is not just putting shareholder capital at risk; it could have catastrophic consequences for our planet,"" according to the investors' document.,The document said investors could exert leverage on the issue by engaging directly with audit committees and company boards, by voting out directors and auditors, and by divesting shares.,Bruce Duguid, head of stewardship at the governance advisory arm of Federated Hermes, among the asset managers backing the campaign, said investors would review 2020 accounts for ""clear evidence"" of a response from both board directors and auditors.",Autos,2020-11-16,Investors tell European firms to reveal 'missing' climate costs in their accounts
"SHANGHAI (Reuters) - China's Huachen Automotive Group said Monday that its creditors had applied to a Chinese court to restructure the company.,The company said that if the court was unable to approve a restructuring plan, or if the approved plan could not be executed, the court would terminate the restructuring process and declare the company bankrupt.",Autos,2020-11-16,China's Huachen Automotive Group says creditors applied for company restructuring
"SHANGHAI (Reuters) - Chinese banks and fund managers dumped their holdings of riskier bonds last week after a series of credit shocks involving state-owned enterprises (SOEs) jolted China's corporate bond market.,Below is a list of SOEs whose debt problems in recent weeks have raised concerns among investors.,Defaults have been mainly concentrated in traditional industries, including coal and automobiles.,YONGCHENG COAL & ELECTRICITY HOLDING GROUP,Yongcheng Coal & Electricity Holding Group Company Limited said in a statement that it failed to make principal and interest payments on 1 billion yuan ($152 million) in maturing commercial paper, just weeks after raising 1 billion yuan through a debt issue.,Yongcheng is a wholly state-owned company mainly engaged in the investment and management of coal, electricity, railway, chemical and mining.,The company is a unit of Henan Energy and Chemical Industry Group Company Limited, and is ultimately controlled by the Henan provincial State-Owned Assets Supervision and Administration Commission.,Huachen Automotive Group, a key state-owned enterprise owned by the government of Liaoning province, defaulted on a 1-billion-yuan bond last month, citing financial strain.,Huachen has a total of 47,000 employees and assets of more than 190 billion yuan, it said on its website.,Investors dumped bonds last week issued by state-backed integrated circuit maker Tsinghua Unigroup Ltd, following a debt warning from a rating agency.,China Chengxin International Credit Rating (""CCXI"") downgraded Tsinghua Unigroup's credit rating to AA from AAA and continued to include it in a watch list for possible downgrades.,CCXI said Unigroup's debt repayment was still uncertain as the company faced significant pressure collecting funds to repay maturing debts, and as there had been no material progress in its strategic restructuring.,Tsinghua Unigroup, founded by China's prestigious Tsinghua University in Beijing, is a digital infrastructure and services company with a focus on electronic components and equipment manufacturing. The company had nearly 40,000 employees at the end of 2018.",Business News,2020-11-16,Factbox: China state enterprises facing debt problems
"FRANKFURT (Reuters) - Technology companies' services could be banned from the European market if they do not heed EU regulation, Europe's industry chief Thierry Breton told German weekly Welt am Sonntag, as the European Commission finalizes rules on internet companies.,Breton will announce new draft rules known as the Digital Services Act and the Digital Markets Act together with European Competition Commissioner Margrethe Vestager on Dec. 2.,The rules will set out a list of do's and don'ts for gatekeepers - online companies with market power - forcing them to share data with rivals and regulators and not to promote their services and products unfairly.,The draft rules would allow the EU to ban companies or part of their services from the 27-country bloc as an extreme option. Until the draft rules are adopted EU antitrust and digital regulators do not currently have the power to impose such bans.,""Strict rules must be enforceable"", Breton told Welt am Sonntag.,""For this we need the appropriate arsenal of possible measures: Impose fines, exclude companies or parts of their services from the Single Market, insist that they split up if they want to keep access to the Single Market. Or a combination of all of these."",He added that these sanctions would only apply to companies that do not respect the EU's rules, and that the toughest measures would only be used in exceptional circumstances.,In a sign of how much tech firms fear the new regulation, Google unit last month launched a 60-day strategy to get U.S. allies to push back against the EU's digital chief.",Media News,2020-11-15,"Tech groups' services could face bans if they breach rules, EU industry chief says"
"TORONTO (Reuters) - The pharmaceutical industry has made a last-ditch C$1 billion ($761 million) proposal to the Canadian government in hopes of fending off parts of a drug pricing crackdown set to go into effect on Jan. 1, according to industry documents reviewed by Reuters.,The remaining regulations would still reduce drugmakers' revenue by at least C$19.8 billion ($15.1 billion) over 10 years, according to an industry estimate.,If other costly reforms are shelved, the industry is willing to spend C$1 billion over the same period to boost local manufacturing and commercialization, and on new programs to improve access to drugs for rare diseases.,The government has argued that Canada's patented drug prices are too high, trailing only the United States and Switzerland, and that other countries with lower prices enjoy similar access to prescription medicines.,Innovative Medicines Canada (IMC), the industry's lobby group in Canada, met with Minister of Health Patty Hajdu on Oct. 16, and submitted a written proposal the following week, but has not yet heard back, IMC President Pamela Fralick said.,""We have come forward with some considerable options for government to consider, and there just does not seem to be that interest,"" Fralick said in an interview. ""We felt it was time to let Canadians know what the government is, in fact, passing up."",In a statement, the health minister's office said the government will always consider proposals ""about different ways to achieve the Government's objectives,"" but also noted that ""no amendments to the regulations are currently in development."",""The position of the Government of Canada remains unchanged — Canada has among the highest patented medicine prices in the world, and these high prices negatively affect the ability of patients to access new medicines,"" said the statement.,Reuters reported in February 2019 that the industry had offered to give up C$8.6 billion in revenue over 10 years to head off the pricing reform plan.,The industry has since backed down on one part of the plan, which will change the comparison countries Canada's Patented Medicine Prices Review Board (PMPRB) uses as a benchmark to set some maximum prices. The PMPRB will drop the United States and Switzerland from its comparisons, and add nations with lower prices.,But the regulations also empower the PMPRB to consider the cost-effectiveness of new drugs, and their potential impact on government budgets, an approach the industry has fought for years.,Drugmakers and some patient groups argue that price reductions, and the uncertainty associated with the complex cost-benefit analysis that will be required for some new medicines, will make pharmaceutical companies less likely to launch new drugs in Canada's relatively small market.,While Canadian sales are not material to most global drugmakers, the new regulations could inspire similar reforms in other countries, or more directly affect foreign prices. Many countries set drug prices based in part on those in other countries, so price cuts could ripple across the globe.,The United States, the world's biggest prescription drug market, is a notable exception, with unregulated drug pricing.,That could change. The Trump administration had floated a plan that would take prices in other countries into consideration, although nothing has come of it. U.S. President-elect Joe Biden's platform similarly promised a new review board that would base payments by the government's Medicare health plan partly on prices in other countries.,IMC did not offer much detail on how a rare disease program could work, but said it could improve ""access and sustainability."" Drugs for rare diseases are particularly costly.,In some other countries, like Scotland, specially negotiated programs bring expensive rare disease drugs to market at a discount or with spending capped, giving drugmakers more time to prove their worth.,($1 = 1.3136 Canadian dollars)",APAC,2020-11-15,Exclusive: Drugmakers offer Canada C$1 billion to scrap some pending pricing rules
"(Reuters) - Tesla Inc Chief Executive Officer Elon Musk said on Saturday he ""most likely"" has a moderate case of COVID-19, as he continued to question the accuracy of the tests.,""Am getting wildly different results from different labs, but most likely I have a moderate case of covid. My symptoms are that of a minor cold, which is no surprise, since a coronavirus is a type of cold,"" Musk wrote in a tweet. ,He did not mention whether the results were from polymerase chain reaction tests, which are more accurate than rapid tests.,""A little up & down. Feels just like a regular cold, but more body achy & cloudy head than coughing/sneezing,"" the Tesla CEO wrote in reply to a user asking about symptoms. ,Musk said on Thursday that rapid antigen test results from the same machine and the same test showed he tested positive twice and then negative twice all on the same day.,Musk's presence at the weekend launch of four NASA astronauts into orbit aboard his SpaceX company's spacecraft had been thrown into question due to COVID-19.,The National Aeronautics and Space Administration's first full-fledged human mission using a privately owned spacecraft, has slipped from Saturday to Sunday evening due to forecasts for gusty, onshore winds over Florida, officials for the U.S. space agency said on Friday.",Autos,2020-11-15,Elon Musk says 'most likely' has a moderate case of COVID-19
"Here are some key moments for the Australian carrier.,Nov. 16, 1920,Queensland and Northern Territory Aerial Services Ltd (Qantas) was first registered as a business in Winton, Queensland with two aircraft.,The airline began operating charter flights across Queensland in a biplane before introducing its first scheduled mail and passenger routes in 1922.,Qantas began operating flying boats to Singapore taking off from Sydney's first international airport on its harbour at Rose Bay.,Qantas was nationalised and began operating flights from Australia all the way to London, known as the ""Kangaroo route"".,Queen Elizabeth flew on the airline during her Australian tour.,Qantas evacuated thousands of people from Darwin in the aftermath of Cyclone Tracy.,Qantas became the world's only airline with a fleet of all Boeing 747 jumbo jets.,The airline launched its first frequent flyer programme.,The government privatised the then all-international Qantas, which was merged with domestic carrier Australian Airlines.,Qantas launched low-cost carrier Jetstar.,Qantas's management team grounded the entire airline temporarily due to an industrial dispute with unions.,Qantas connected Australia and Europe with a non-stop flight for the first time, from Perth to London on a Boeing 787.,The airline operated scientific research flights from Sydney non-stop to London and New York, in preparation for future routes.,Qantas grounded the bulk of its fleet and stood down the majority of its staff due to pandemic-related travel restrictions.",Aerospace and Defense,2020-11-15,Timeline: Australian airline Qantas turns 100 years old
